item_id,verb_condition,verb,subject_condition,subject,context_condition,context,predicate_condition,predicate,Preamble,prefix,CriticalWord,intervention_simple,continuation,aux,verb_1_o,sentence,question,subject_context_condition,item,condition_id
5_nonword_neutral_context1,nonword,is zeading,neutral,he,context1,"in the library, ",1,book,"in the library, he","in the library, he is zeading the",is zeading,the,book,Is,reading,"in the library, he is zeading the book",Is he reading the book?,neutral_context1,5,nonword_neutral_context1
5_nonword_neutral_context2,nonword,is zeading,neutral,he,context2,"after the manager resigned, ",1,book,"after the manager resigned, he","after the manager resigned, he is zeading the",is zeading,the,book,Is,reading,"after the manager resigned, he is zeading the book",Is he reading the book?,neutral_context2,5,nonword_neutral_context2
5_nonword_subject1_nocontext,nonword,is zeading,subject1,the bookworm,nocontext,,1,book,the bookworm,the bookworm is zeading the,is zeading,the,book,Is,reading,the bookworm is zeading the book,Is the bookworm reading the book?,subject1_nocontext,5,nonword_subject1_nocontext
5_nonword_subject2_nocontext,nonword,is zeading,subject2,the coach,nocontext,,1,book,the coach,the coach is zeading the,is zeading,the,book,Is,reading,the coach is zeading the book,Is the coach reading the book?,subject2_nocontext,5,nonword_subject2_nocontext
5_random_neutral_nocontext,random,is sarrging,neutral,he,nocontext,,1,book,he,he is sarrging the,is sarrging,the,book,Is,reading,he is sarrging the book,Is he reading the book?,neutral_nocontext,5,random_neutral_nocontext
5_random_neutral_context1,random,is sarrging,neutral,he,context1,"in the library, ",1,book,"in the library, he","in the library, he is sarrging the",is sarrging,the,book,Is,reading,"in the library, he is sarrging the book",Is he reading the book?,neutral_context1,5,random_neutral_context1
5_random_neutral_context2,random,is sarrging,neutral,he,context2,"after the manager resigned, ",1,book,"after the manager resigned, he","after the manager resigned, he is sarrging the",is sarrging,the,book,Is,reading,"after the manager resigned, he is sarrging the book",Is he reading the book?,neutral_context2,5,random_neutral_context2
5_random_subject1_nocontext,random,is sarrging,subject1,the bookworm,nocontext,,1,book,the bookworm,the bookworm is sarrging the,is sarrging,the,book,Is,reading,the bookworm is sarrging the book,Is the bookworm reading the book?,subject1_nocontext,5,random_subject1_nocontext
5_random_subject2_nocontext,random,is sarrging,subject2,the coach,nocontext,,1,book,the coach,the coach is sarrging the,is sarrging,the,book,Is,reading,the coach is sarrging the book,Is the coach reading the book?,subject2_nocontext,5,random_subject2_nocontext
6_word1_neutral_nocontext,word1,holds,neutral,he,nocontext,,1,meeting,he,he holds a,holds,a,meeting,Does,hold,he holds a meeting,Does he hold a meeting?,neutral_nocontext,6,word1_neutral_nocontext
6_word1_neutral_context1,word1,holds,neutral,he,context1,"on the first day after the Christmas holiday, ",1,meeting,"on the first day after the Christmas holiday, he","on the first day after the Christmas holiday, he holds a",holds,a,meeting,Does,hold,"on the first day after the Christmas holiday, he holds a meeting",Does he hold a meeting?,neutral_context1,6,word1_neutral_context1
6_word1_neutral_context2,word1,holds,neutral,he,context2,"at the fashion studio, ",1,meeting,"at the fashion studio, he","at the fashion studio, he holds a",holds,a,meeting,Does,hold,"at the fashion studio, he holds a meeting",Does he hold a meeting?,neutral_context2,6,word1_neutral_context2
6_word1_subject1_nocontext,word1,holds,subject1,the manager,nocontext,,1,meeting,the manager,the manager holds a,holds,a,meeting,Does,hold,the manager holds a meeting,Does the manager hold a meeting?,subject1_nocontext,6,word1_subject1_nocontext
6_word1_subject2_nocontext,word1,holds,subject2,the tailor,nocontext,,1,meeting,the tailor,the tailor holds a,holds,a,meeting,Does,hold,the tailor holds a meeting,Does the tailor hold a meeting?,subject2_nocontext,6,word1_subject2_nocontext
6_word2_neutral_nocontext,word2,folds,neutral,he,nocontext,,1,meeting,he,he folds a,folds,a,meeting,Does,hold,he folds a meeting,Does he hold a meeting?,neutral_nocontext,6,word2_neutral_nocontext
6_word2_neutral_context1,word2,folds,neutral,he,context1,"on the first day after the Christmas holiday, ",1,meeting,"on the first day after the Christmas holiday, he","on the first day after the Christmas holiday, he folds a",folds,a,meeting,Does,hold,"on the first day after the Christmas holiday, he folds a meeting",Does he hold a meeting?,neutral_context1,6,word2_neutral_context1
6_word2_neutral_context2,word2,folds,neutral,he,context2,"at the fashion studio, ",1,meeting,"at the fashion studio, he","at the fashion studio, he folds a",folds,a,meeting,Does,hold,"at the fashion studio, he folds a meeting",Does he hold a meeting?,neutral_context2,6,word2_neutral_context2
6_word2_subject1_nocontext,word2,folds,subject1,the manager,nocontext,,1,meeting,the manager,the manager folds a,folds,a,meeting,Does,hold,the manager folds a meeting,Does the manager hold a meeting?,subject1_nocontext,6,word2_subject1_nocontext
6_word2_subject2_nocontext,word2,folds,subject2,the tailor,nocontext,,1,meeting,the tailor,the tailor folds a,folds,a,meeting,Does,hold,the tailor folds a meeting,Does the tailor hold a meeting?,subject2_nocontext,6,word2_subject2_nocontext
6_word2_control_neutral_nocontext,word2_control,creases,neutral,he,nocontext,,1,meeting,he,he creases a,creases,a,meeting,Does,hold,he creases a meeting,Does he hold a meeting?,neutral_nocontext,6,word2_control_neutral_nocontext
6_word2_control_neutral_context1,word2_control,creases,neutral,he,context1,"on the first day after the Christmas holiday, ",1,meeting,"on the first day after the Christmas holiday, he","on the first day after the Christmas holiday, he creases a",creases,a,meeting,Does,hold,"on the first day after the Christmas holiday, he creases a meeting",Does he hold a meeting?,neutral_context1,6,word2_control_neutral_context1
6_word2_control_neutral_context2,word2_control,creases,neutral,he,context2,"at the fashion studio, ",1,meeting,"at the fashion studio, he","at the fashion studio, he creases a",creases,a,meeting,Does,hold,"at the fashion studio, he creases a meeting",Does he hold a meeting?,neutral_context2,6,word2_control_neutral_context2
6_word2_control_subject1_nocontext,word2_control,creases,subject1,the manager,nocontext,,1,meeting,the manager,the manager creases a,creases,a,meeting,Does,hold,the manager creases a meeting,Does the manager hold a meeting?,subject1_nocontext,6,word2_control_subject1_nocontext
6_word2_control_subject2_nocontext,word2_control,creases,subject2,the tailor,nocontext,,1,meeting,the tailor,the tailor creases a,creases,a,meeting,Does,hold,the tailor creases a meeting,Does the tailor hold a meeting?,subject2_nocontext,6,word2_control_subject2_nocontext
6_nonword_neutral_nocontext,nonword,dolds,neutral,he,nocontext,,1,meeting,he,he dolds a,dolds,a,meeting,Does,hold,he dolds a meeting,Does he hold a meeting?,neutral_nocontext,6,nonword_neutral_nocontext
6_nonword_neutral_context1,nonword,dolds,neutral,he,context1,"on the first day after the Christmas holiday, ",1,meeting,"on the first day after the Christmas holiday, he","on the first day after the Christmas holiday, he dolds a",dolds,a,meeting,Does,hold,"on the first day after the Christmas holiday, he dolds a meeting",Does he hold a meeting?,neutral_context1,6,nonword_neutral_context1
6_nonword_neutral_context2,nonword,dolds,neutral,he,context2,"at the fashion studio, ",1,meeting,"at the fashion studio, he","at the fashion studio, he dolds a",dolds,a,meeting,Does,hold,"at the fashion studio, he dolds a meeting",Does he hold a meeting?,neutral_context2,6,nonword_neutral_context2
6_nonword_subject1_nocontext,nonword,dolds,subject1,the manager,nocontext,,1,meeting,the manager,the manager dolds a,dolds,a,meeting,Does,hold,the manager dolds a meeting,Does the manager hold a meeting?,subject1_nocontext,6,nonword_subject1_nocontext
6_nonword_subject2_nocontext,nonword,dolds,subject2,the tailor,nocontext,,1,meeting,the tailor,the tailor dolds a,dolds,a,meeting,Does,hold,the tailor dolds a meeting,Does the tailor hold a meeting?,subject2_nocontext,6,nonword_subject2_nocontext
6_random_neutral_nocontext,random,galuses,neutral,he,nocontext,,1,meeting,he,he galuses a,galuses,a,meeting,Does,hold,he galuses a meeting,Does he hold a meeting?,neutral_nocontext,6,random_neutral_nocontext
6_random_neutral_context1,random,galuses,neutral,he,context1,"on the first day after the Christmas holiday, ",1,meeting,"on the first day after the Christmas holiday, he","on the first day after the Christmas holiday, he galuses a",galuses,a,meeting,Does,hold,"on the first day after the Christmas holiday, he galuses a meeting",Does he hold a meeting?,neutral_context1,6,random_neutral_context1
6_random_neutral_context2,random,galuses,neutral,he,context2,"at the fashion studio, ",1,meeting,"at the fashion studio, he","at the fashion studio, he galuses a",galuses,a,meeting,Does,hold,"at the fashion studio, he galuses a meeting",Does he hold a meeting?,neutral_context2,6,random_neutral_context2
6_random_subject1_nocontext,random,galuses,subject1,the manager,nocontext,,1,meeting,the manager,the manager galuses a,galuses,a,meeting,Does,hold,the manager galuses a meeting,Does the manager hold a meeting?,subject1_nocontext,6,random_subject1_nocontext
6_random_subject2_nocontext,random,galuses,subject2,the tailor,nocontext,,1,meeting,the tailor,the tailor galuses a,galuses,a,meeting,Does,hold,the tailor galuses a meeting,Does the tailor hold a meeting?,subject2_nocontext,6,random_subject2_nocontext
7_word1_neutral_nocontext,word1,saved,neutral,he,nocontext,,1,person,he,he saved a,saved,a,person,Did,save,he saved a person,Did he save a person?,neutral_nocontext,7,word1_neutral_nocontext
7_word1_neutral_context1,word1,saved,neutral,he,context1,"from the burning house, ",1,person,"from the burning house, he","from the burning house, he saved a",saved,a,person,Did,save,"from the burning house, he saved a person",Did he save a person?,neutral_context1,7,word1_neutral_context1
7_word1_neutral_context2,word1,saved,neutral,he,context2,"at the football game, ",1,person,"at the football game, he","at the football game, he saved a",saved,a,person,Did,save,"at the football game, he saved a person",Did he save a person?,neutral_context2,7,word1_neutral_context2
7_word1_subject1_nocontext,word1,saved,subject1,the firefighter,nocontext,,1,person,the firefighter,the firefighter saved a,saved,a,person,Did,save,the firefighter saved a person,Did the firefighter save a person?,subject1_nocontext,7,word1_subject1_nocontext
7_word1_subject2_nocontext,word1,saved,subject2,the spectator,nocontext,,1,person,the spectator,the spectator saved a,saved,a,person,Did,save,the spectator saved a person,Did the spectator save a person?,subject2_nocontext,7,word1_subject2_nocontext
7_word2_neutral_nocontext,word2,waved,neutral,he,nocontext,,1,person,he,he waved a,waved,a,person,Did,save,he waved a person,Did he save a person?,neutral_nocontext,7,word2_neutral_nocontext
7_word2_neutral_context1,word2,waved,neutral,he,context1,"from the burning house, ",1,person,"from the burning house, he","from the burning house, he waved a",waved,a,person,Did,save,"from the burning house, he waved a person",Did he save a person?,neutral_context1,7,word2_neutral_context1
7_word2_neutral_context2,word2,waved,neutral,he,context2,"at the football game, ",1,person,"at the football game, he","at the football game, he waved a",waved,a,person,Did,save,"at the football game, he waved a person",Did he save a person?,neutral_context2,7,word2_neutral_context2
7_word2_subject1_nocontext,word2,waved,subject1,the firefighter,nocontext,,1,person,the firefighter,the firefighter waved a,waved,a,person,Did,save,the firefighter waved a person,Did the firefighter save a person?,subject1_nocontext,7,word2_subject1_nocontext
7_word2_subject2_nocontext,word2,waved,subject2,the spectator,nocontext,,1,person,the spectator,the spectator waved a,waved,a,person,Did,save,the spectator waved a person,Did the spectator save a person?,subject2_nocontext,7,word2_subject2_nocontext
7_word2_control_neutral_nocontext,word2_control,brandishes,neutral,he,nocontext,,1,person,he,he brandishes a,brandishes,a,person,Did,save,he brandishes a person,Did he save a person?,neutral_nocontext,7,word2_control_neutral_nocontext
7_word2_control_neutral_context1,word2_control,brandishes,neutral,he,context1,"from the burning house, ",1,person,"from the burning house, he","from the burning house, he brandishes a",brandishes,a,person,Did,save,"from the burning house, he brandishes a person",Did he save a person?,neutral_context1,7,word2_control_neutral_context1
7_word2_control_neutral_context2,word2_control,brandishes,neutral,he,context2,"at the football game, ",1,person,"at the football game, he","at the football game, he brandishes a",brandishes,a,person,Did,save,"at the football game, he brandishes a person",Did he save a person?,neutral_context2,7,word2_control_neutral_context2
7_word2_control_subject1_nocontext,word2_control,brandishes,subject1,the firefighter,nocontext,,1,person,the firefighter,the firefighter brandishes a,brandishes,a,person,Did,save,the firefighter brandishes a person,Did the firefighter save a person?,subject1_nocontext,7,word2_control_subject1_nocontext
7_word2_control_subject2_nocontext,word2_control,brandishes,subject2,the spectator,nocontext,,1,person,the spectator,the spectator brandishes a,brandishes,a,person,Did,save,the spectator brandishes a person,Did the spectator save a person?,subject2_nocontext,7,word2_control_subject2_nocontext
